honorario_id,cliente_id,numero_processo,valor_total_contratado,n_parcelas,parcelas_pagas,valor_pago,valor_em_aberto,data_contrato,data_vencimento,forma_pagamento,honorario_exito,percentual_exito,status_pagamento
1847,494,3242098-97.2025.4.44.9916,39280.13,2,0,0.00,39280.12,2024-12-17,11 de dezembro de 2025,Boleto,não,0.25,
1848,898,4415624-13.2024.9.14.9480,24058.80,6,6,24058.80,0.00,2022-07-13,10/11/25,boleto,Sim,20,quitado
1849,735,7323234-16.2020.9.59.5035,67037.09,2,0,0.00,,2020-11-26,24/03/2024,TED,Sim,20,Em Dia
1850,847,3588109-63.2023.1.26.4223,54286.75,8,7,47500.88,6785.84,25/11/24,05/03/24,transferência,sim,20,
1851,109,5514997-95.2024.1.84.8098,51693.53,2,1,25846.76,25846.76,12/12/21,19/01/2024,pix,Sim,23%,quitado
1852,1392,5853247-29.2020.7.62.8870,51080.03,7,5,36485.75,14594.30,2025-09-07,28/12/2025,boleto,,0.24,em dia
1853,1139,2519059-58.2022.7.86.4385,"R$ 25.166,00",12,0,"R$ 0,00","R$ 25.166,04",2022-12-21,29/11/25,pix,S,,quitado
1854,98,4563779-48.2023.2.87.9606,69949.27,3,0,0.00,69949.26,03/05/2024,2027-05-13,transferência,sim,15%,quitado
1855,111,3675188-38.2025.9.53.3305,45561.05,3,2,30374.04,"R$ 15.187,02",16 de julho de 2022,13/03/24,TED,,20,em dia
1856,985,5159882-37.2022.9.71.7550,34235.32,4,0,0.00,34235.32,14/05/22,2027-01-07,pix,Sim,,ATRASADO
1857,1066,1237577-83.2022.8.91.4649,25785.08,8,4,12892.56,12892.56,28 de julho de 2022,18/05/2027,Boleto,S,0.11,
1858,266,6865513-17.2021.7.21.3938,"R$ 55.361,14",1,0,0.00,55361.14,12/12/2022,2025-05-06,Boleto,não,20,
1859,108,9252661-70.2020.1.46.1185,"R$ 36.777,38",3,1,12259.13,24518.26,01/01/26,04/02/2026,Boleto,Sim,15%,ATRASADO
1860,338,3346094-93.2020.2.94.1759,44872.03,10,2,8974.40,"R$ 35.897,60",2021-06-07,23/07/26,boleto,não,,quitado
1861,1211,3675188-38.2025.9.53.3305,64311.09,3,3,"R$ 64.311,09",0.00,24 de janeiro de 2023,03/03/24,pix,nao,12%,quitado
1862,245,7640585-40.2023.1.57.1721,13765.19,6,2,4588.40,9176.80,06/09/2022,15/01/2027,boleto,,20,em dia
1863,1061,8735892-74.2025.8.18.9411,32944.39,10,5,16472.20,16472.20,2023-05-08,2024-03-14,TED,,30%,ATRASADO
1864,437,4938178-62.2020.7.27.6072,68853.13,9,9,68853.15,0.00,16 de novembro de 2024,08/08/2025,boleto,não,28%,quitado
1865,1186,9824532-76.2023.6.37.2040,"R$ 17.618,30",12,6,8809.14,8809.14,2024-05-11,07/02/2026,pix,nao,15%,em dia
1866,821,6927716-18.2022.9.56.1445,63470.92,9,1,"R$ 7.052,32",56418.56,16/06/2023,14/03/27,transferência,Sim,,quitado
1867,1103,2837371-36.2022.7.88.5428,29972.78,4,2,14986.38,,06/03/26,01/05/2027,Boleto,N,21%,quitado
1868,760,7222167-30.2022.8.44.7452,62001.27,4,4,62001.28,0,2020-10-26,15/09/2025,PIX,Sim,,atrasado
1869,1409,4140100-24.2024.4.63.7178,29129.10,6,0,0.00,29129.10,29/05/23,2026-11-17,PIX,sim,,atrasado
1870,415,9970343-38.2020.5.18.4483,17367.85,3,1,5789.28,11578.56,2025-07-28,2024-04-16,TED,N,0.28,ATRASADO
1871,527,4202942-75.2025.6.91.7611,34792.87,3,3,34792.86,0,2026-01-17,20 de julho de 2024,pix,,,quitado
1872,1251,4202942-75.2025.6.91.7611,"R$ 64.346,72",7,0,0.00,64346.73,2022-11-02,10/02/2025,pix,,0.25,quitado
1873,1213,5703772-88.2020.8.34.6114,"55600,92",10,1,5560.09,"R$ 50.040,81",23/07/2023,21 de novembro de 2025,boleto,N,,quitado
1874,87,7765112-69.2024.9.62.5648,"R$ 39.884,91",12,2,6647.48,33237.40,2024-06-11,14/10/2024,PIX,não,15%,em dia
1875,1321,2554938-48.2024.1.13.4544,17675.19,7,2,5050.06,12625.15,24/07/20,17/03/2024,PIX,nao,15%,ATRASADO
1876,1240,5124342-11.2025.5.50.6107,12951.64,4,3,9713.73,3237.91,2020-05-21,4 de abril de 2024,PIX,,0.16,quitado
1877,215,5116418-16.2025.3.98.2234,"R$ 54.572,00",7,4,31184.00,23388.00,26 de dezembro de 2023,2024-10-06,boleto,nao,30%,Em Dia
1878,611,7224257-29.2020.8.88.9110,75645.70,10,6,"45387,42",30258.28,2025-01-04,28/07/2025,Boleto,Sim,15%,
1879,193,1757615-27.2025.7.10.3762,49235.57,5,0,0.00,"49235,55",20/01/21,12/05/27,TED,Sim,15%,atrasado
1880,1227,2016341-89.2023.7.48.2724,9725.03,6,2,"R$ 3.241,68",6483.36,21 de outubro de 2025,2025-12-04,PIX,S,0.14,Em Dia
1881,957,8157599-64.2024.2.89.5276,7827.42,11,11,7827.38,0.00,29/04/25,15/03/26,Boleto,Sim,29%,ATRASADO
1882,946,8678370-92.2025.7.35.9962,57235.20,9,0,0.00,57235.23,10/05/2021,2026-07-28,PIX,nao,15%,quitado
1883,1157,4417916-40.2022.7.26.4278,58504.17,8,6,43878.12,"R$ 14.626,04",24/06/25,25/12/25,transferência,Sim,15%,ATRASADO
1884,31,7082985-88.2022.2.94.6058,17220.45,1,1,17220.45,0.00,16/05/21,2025-01-25,boleto,nao,0.20,
1885,707,5614769-67.2022.9.87.1001,32154.08,1,1,32154.08,"R$ 0,00",2020-08-15,3 de maio de 2026,transferência,Sim,15%,em dia
1886,559,7640585-40.2023.1.57.1721,47248.71,9,2,10499.72,"R$ 36.749,02",19/02/21,08/06/2027,pix,S,20,ATRASADO
1887,1431,6267378-50.2021.9.19.9923,24227.97,3,0,0.00,24227.97,20/12/2025,28/07/24,TED,N,0.17,quitado
1888,1432,9953454-93.2020.2.52.5723,67214.55,6,3,33607.29,33607.29,18 de agosto de 2025,6 de julho de 2025,TED,Sim,15%,Em Dia
1889,322,5492622-29.2021.9.92.7737,74440.46,5,0,0.00,"R$ 74.440,45",23/08/2023,2024-01-07,TED,N,16%,quitado
1890,1269,9062552-47.2024.4.22.8265,10765.80,6,0,0.00,10765.80,2020-02-19,02/01/2027,boleto,N,,quitado
1891,529,9071705-28.2021.9.78.4746,22750.04,8,1,2843.76,"19906,32",08/12/2024,2025-06-02,TED,nao,20,quitado
1892,575,7323234-16.2020.9.59.5035,"R$ 57.550,96",12,8,38367.28,19183.64,04/04/2025,19/04/26,boleto,sim,20,Em Dia
1893,1309,1013314-48.2023.4.39.2083,36804.91,8,2,"R$ 9.201,22",27603.66,17 de julho de 2022,2026-07-08,transferência,,,quitado
1894,201,1628717-84.2025.8.67.8313,25993.40,1,1,25993.40,0.00,03/09/2024,04/09/26,Boleto,nao,20,quitado
1895,1236,3879233-61.2024.5.30.1494,9510.18,7,2,2717.20,6793.00,09/09/2025,3 de junho de 2026,pix,sim,15%,Em Dia
1896,890,7916680-90.2022.1.67.1785,58987.17,9,3,19662.39,"39324,78",27/09/22,6 de março de 2024,pix,,15%,ATRASADO
1897,1142,7626521-25.2020.9.17.3305,51828.68,11,11,"R$ 51.828,70",0.00,23/06/20,25/06/26,Boleto,N,,Em Dia
1898,181,2997279-67.2024.9.84.1441,14419.50,3,0,0.00,14419.50,13/10/20,17 de janeiro de 2024,Boleto,não,20,em dia
1899,52,1272937-41.2023.5.75.9958,65337.12,3,1,21779.04,"43558,08",23 de outubro de 2021,04/06/2027,pix,sim,0.15,Em Dia
1900,476,4510407-23.2020.5.18.6055,11092.10,10,8,8873.68,2218.42,2023-04-09,30 de junho de 2027,boleto,não,15%,Em Dia
1901,870,8886588-26.2020.9.65.6361,55878.09,1,0,0.00,55878.09,28/09/2024,20/08/24,boleto,Sim,0.24,Em Dia
1902,830,6686912-30.2025.4.68.7078,6226.97,3,2,4151.32,2075.66,16/07/24,27/10/2025,boleto,sim,20,ATRASADO
1903,1321,4493339-70.2021.7.17.8725,32219.86,12,7,18794.93,13424.95,27/10/2023,31/10/25,pix,nao,20,atrasado
1904,591,2842764-33.2025.7.99.7279,67140.62,10,4,26856.24,"40284,36",06/02/20,14 de novembro de 2026,PIX,não,0.18,quitado
1905,401,5074974-98.2023.8.21.9881,"R$ 13.985,01",12,7,8157.94,5827.10,14/01/22,2026-10-26,TED,nao,20%,quitado
1906,476,1013314-48.2023.4.39.2083,11735.34,12,9,8801.55,3101.59,2022-12-07,27/08/2024,boleto,,20,atrasado
1907,497,9798556-59.2021.3.62.3110,12557.02,8,4,6278.52,"R$ 6.278,52",12 de dezembro de 2021,7 de setembro de 2024,TED,,15%,
1908,1367,2118934-75.2023.5.97.9563,65279.93,6,6,65279.94,0.00,2022-04-16,7 de março de 2025,TED,,20%,atrasado
1909,932,5788467-41.2023.8.93.8134,48871.78,8,6,36653.82,"R$ 12.217,94",03/03/2020,2024-12-23,Boleto,,11%,quitado
1910,418,3510061-32.2020.9.13.4424,"R$ 36.503,36",6,3,18251.67,18251.67,10 de janeiro de 2024,2027-05-13,pix,Sim,17%,Em Dia
1911,1418,5638123-23.2024.7.30.5009,24422.08,10,6,14653.26,"9768,84",06/11/23,09/02/26,boleto,S,20,atrasado
1912,466,6694761-39.2022.1.10.2199,37350.63,8,6,28012.98,9337.66,24/02/2022,14 de fevereiro de 2025,PIX,não,23%,quitado
1913,989,1754781-28.2025.6.89.2162,"R$ 20.898,96",10,8,16719.20,3908.75,3 de fevereiro de 2023,04/03/2024,pix,Sim,20,quitado
1914,206,5660649-86.2020.5.86.9291,6745.03,5,0,0.00,6745.05,27/02/21,26/11/2025,boleto,,12%,quitado
1915,1315,3724721-44.2021.9.75.5553,"64278,98",3,1,21426.33,42852.66,15 de dezembro de 2020,25 de março de 2025,transferência,sim,0.23,quitado
1916,4,4134515-43.2021.8.70.4879,4988.86,11,9,"4081,7699999999995","907,06",2020-04-07,6 de maio de 2026,Boleto,não,0.16,atrasado
1917,1378,1095980-10.2020.7.77.8313,56623.37,3,2,"R$ 37.748,92",18874.46,2021-11-14,26/01/25,pix,não,20,Em Dia
1918,1134,5432782-56.2021.2.97.6240,7455.11,2,1,3727.55,3727.55,14/12/21,22/06/2027,transferência,N,0.18,quitado
1919,656,2461262-96.2021.6.48.1315,63042.72,6,2,21014.24,"R$ 42.028,48",25/11/22,23/09/2025,PIX,Sim,15%,ATRASADO
1920,527,1098476-20.2021.1.47.3336,58175.01,7,7,58175.04,0.00,21/04/22,18 de setembro de 2025,transferência,sim,15%,Em Dia
1921,582,1754781-28.2025.6.89.2162,29252.78,11,4,10637.36,18615.38,21 de abril de 2026,16 de março de 2027,boleto,nao,0.25,atrasado
1922,1351,6663627-76.2023.9.26.5770,40116.03,8,4,20058.00,20058.00,24/01/22,09/11/25,pix,S,15%,
1923,812,5074974-98.2023.8.21.9881,73702.94,9,9,73702.98,0.00,12/09/20,24 de abril de 2027,PIX,,15%,quitado
1924,156,7999133-20.2023.7.26.1121,"R$ 5.267,23",7,1,752.46,4514.76,05/12/2023,2024-07-28,TED,Sim,0.20,ATRASADO
1925,191,9953454-93.2020.2.52.5723,10499.48,3,3,10499.49,0.00,26/08/2021,16/05/2024,PIX,Sim,15%,
1926,941,7274275-74.2020.1.22.9780,42363.58,9,7,32949.42,9426.71,30 de setembro de 2021,02/02/2027,Boleto,não,,quitado
1927,546,6686912-30.2025.4.68.7078,33486.69,1,1,33486.69,0.00,14/10/25,2025-03-17,Boleto,Sim,15%,em dia
1928,24,4584224-94.2025.2.57.2511,17653.17,3,2,11768.78,"5884,39",9 de junho de 2021,19 de novembro de 2024,transferência,,20,em dia
1929,590,9573194-21.2022.1.35.8352,21887.68,7,0,0,21887.67,25/01/2026,21/12/2024,PIX,Sim,20,ATRASADO
1930,477,4064382-39.2022.4.13.8937,20868.90,7,0,"R$ 0,00",,24 de fevereiro de 2025,18/11/26,Boleto,N,20,
1931,454,7979033-26.2021.6.18.1084,25371.05,5,4,20296.84,5074.21,05/12/25,2025-07-22,boleto,S,20,atrasado
1932,219,7486029-45.2024.4.25.3159,22845.78,5,5,22845.80,0.00,11 de março de 2021,2024-10-27,transferência,S,0.23,ATRASADO
1933,928,7544569-30.2022.4.91.9370,28511.30,7,2,8146.08,20365.20,18/07/24,25/10/25,PIX,S,0.11,atrasado
1934,1353,4415624-13.2024.9.14.9480,"R$ 17.435,65",11,9,14265.54,3170.12,23/05/2024,26/05/2024,pix,,,
1935,483,8286828-70.2022.9.31.8012,32510.85,2,0,0,32510.84,26/07/22,2026-08-21,TED,não,0.23,quitado
1936,627,8168450-48.2020.2.65.4570,"R$ 75.154,22",10,1,"7515,42",67638.78,2026-04-11,25/01/24,pix,sim,0.22,em dia
1937,43,3754895-37.2021.6.18.8502,59736.55,9,5,33186.95,26549.56,14/08/23,14/02/2026,PIX,S,0.13,Em Dia
1938,1086,9636371-69.2025.8.67.4068,50959.36,4,4,50959.36,0.00,02/03/2021,9 de março de 2027,pix,N,15%,em dia
1939,900,3710559-31.2020.9.95.2540,75277.66,11,6,41060.52,34217.10,26/04/2020,16/01/24,TED,,15%,quitado
1940,457,3679963-72.2020.9.29.7859,5736.95,3,2,3824.64,1912.32,2024-08-16,14/02/26,transferência,N,,quitado
1941,1278,9686751-57.2022.7.62.3494,23608.68,7,2,"R$ 6.745,34","16863,35",06/02/25,2026-03-29,boleto,N,15%,quitado
1942,883,6992158-64.2024.5.43.7750,12483.09,7,5,8916.50,3566.60,23/11/2020,2025-09-18,PIX,nao,30%,quitado
1943,640,7813974-60.2021.1.81.1542,74690.54,7,2,21340.16,"53350,4",5 de fevereiro de 2023,08/10/2025,pix,não,20,Em Dia
1944,84,7486138-99.2020.5.81.4332,"R$ 57.417,37",1,0,0.00,57417.37,20/11/2025,26/09/25,TED,nao,20,
1945,994,2884639-86.2023.2.31.8737,44318.46,5,5,44318.45,0.00,17/09/2022,19 de fevereiro de 2027,TED,N,,atrasado
1946,687,1784068-27.2021.3.12.2538,53268.69,11,6,29055.66,24213.05,24 de maio de 2023,2024-04-24,pix,não,20,ATRASADO
1947,1494,9686751-57.2022.7.62.3494,30823.98,12,8,20549.28,10274.64,15/10/21,08/04/2025,PIX,Sim,20,quitado
1948,997,6528202-89.2025.3.17.9496,5825.14,4,2,2912.58,2912.58,2022-04-17,2026-03-03,TED,nao,20,ATRASADO
1949,1239,8574876-96.2020.7.97.4673,46340.19,7,3,19860.09,26480.12,2020-09-04,19/03/25,boleto,sim,0.15,ATRASADO
1950,753,5991409-16.2021.8.44.1303,19620.62,6,4,13080.40,6540.20,21/11/2024,17/05/2024,pix,,,quitado
1951,163,9057219-99.2020.9.96.3254,"R$ 22.333,68",1,0,0.00,22715.28,08/09/22,24 de junho de 2026,pix,sim,0.20,quitado
1952,1110,5826200-20.2025.1.91.8748,34640.18,8,3,12990.06,21650.10,2024-05-31,2025-07-10,Boleto,sim,15%,
1953,1492,9489806-94.2021.2.55.9162,45746.43,3,3,45746.43,0.00,2021-05-14,20/11/26,PIX,S,20,quitado
1954,77,7110796-41.2020.3.80.5362,6294.13,10,5,3147.05,3147.05,2025-08-23,29/11/2025,pix,N,0.22,atrasado
1955,51,6267378-50.2021.9.19.9923,43588.97,9,0,"R$ 0,00",43588.98,6 de dezembro de 2024,17 de janeiro de 2026,transferência,não,20,Em Dia
1956,684,5996426-23.2022.8.20.3566,50817.14,3,0,0.00,50817.15,30 de abril de 2020,05/09/2025,TED,Sim,20,atrasado
1957,987,4314934-26.2021.7.14.7244,"R$ 26.517,05",10,7,"R$ 18.561,90",7955.10,14 de janeiro de 2021,2024-12-04,TED,nao,10%,ATRASADO
1958,816,9302979-43.2025.9.68.7487,17392.38,2,0,0.00,17046.65,20/10/2025,22/05/26,boleto,N,20,em dia
1959,1387,8382607-83.2020.6.26.3936,"R$ 35.156,03",3,2,"R$ 23.437,36",11718.68,4 de novembro de 2022,2025-06-29,PIX,N,,quitado
1960,78,6339266-27.2025.5.15.6766,"R$ 13.204,38",10,10,13204.40,0.00,27/12/21,20/04/2024,transferência,S,20,ATRASADO
1961,1294,7951127-89.2024.1.63.3502,23761.29,1,1,23761.29,0.00,20 de abril de 2021,14 de agosto de 2024,transferência,sim,,quitado
1962,1054,7141324-67.2025.3.86.3413,53795.77,6,5,44829.80,8965.96,28/03/21,14 de abril de 2026,TED,Sim,,Em Dia
1963,1364,5638123-23.2024.7.30.5009,50026.91,3,3,50026.92,0.00,11 de abril de 2026,23/02/2024,boleto,sim,20,em dia
1964,314,1165147-13.2020.2.47.5874,"R$ 16.571,26",10,8,"13257,04",3314.26,5 de janeiro de 2026,2026-07-05,PIX,sim,29%,ATRASADO
1965,1336,7381740-86.2021.2.88.6570,60459.84,1,0,0.00,60876.77,15/05/21,2024-07-20,pix,não,12%,em dia
1966,78,6368709-92.2024.7.99.9426,"R$ 62.932,93",11,7,40048.26,22884.72,2026-02-15,22/09/2025,Boleto,não,20,ATRASADO
1967,1307,1614850-25.2020.8.85.3161,79832.74,2,1,39916.37,39916.37,25/05/2023,31/05/2024,pix,sim,0.17,Em Dia
1968,489,5732779-86.2025.4.28.7831,43148.00,8,8,"R$ 43.148,00","R$ 0,00",14 de outubro de 2023,03/03/2027,TED,S,15%,quitado
1969,508,7222167-30.2022.8.44.7452,"19576,64",8,6,14682.48,4457.65,2023-07-19,7 de janeiro de 2024,PIX,N,0.12,em dia
1970,138,1116024-57.2025.8.16.4043,23506.47,12,12,23506.44,"R$ 0,00",2020-03-07,09/06/25,transferência,Sim,0.24,atrasado
1971,857,9319285-35.2025.3.19.9131,30729.83,12,8,20486.56,10243.28,4 de maio de 2023,1 de dezembro de 2026,pix,N,20,atrasado
1972,1414,6425355-10.2021.6.53.2041,63790.61,4,2,31895.30,31895.30,19 de março de 2022,13/09/25,pix,nao,15%,Em Dia
1973,1105,3667022-35.2020.9.76.3115,14459.80,11,3,3943.59,"R$ 10.516,24",01/03/2023,16 de maio de 2024,pix,N,21%,atrasado
1974,675,7544569-30.2022.4.91.9370,60264.82,6,2,"R$ 20.088,28",40473.62,11/02/2026,2027-01-17,TED,sim,20,quitado
1975,68,1896520-28.2021.5.90.5374,24709.23,10,6,14825.52,"R$ 9.883,68",2025-05-10,1 de março de 2025,TED,não,15%,Em Dia
1976,1237,1093623-59.2025.7.92.5441,67441.14,2,1,33720.57,33720.57,11/04/23,2025-01-04,Boleto,,,ATRASADO
1977,723,8572382-61.2025.1.41.7172,28864.23,2,0,0.00,28864.22,26 de janeiro de 2024,2027-05-14,boleto,N,30%,ATRASADO
1978,123,2397582-22.2023.9.93.4223,"R$ 47.410,08",9,6,"R$ 31.606,74",15803.37,07/01/2020,30/08/25,Boleto,N,15%,
1979,1383,6416661-36.2021.8.21.8496,62386.76,2,1,31193.38,"R$ 31.193,38",03/05/20,24/10/24,boleto,sim,15%,em dia
1980,432,4452862-76.2021.3.27.3238,56716.61,11,0,"R$ 0,00","R$ 56.716,66",2023-12-02,3 de setembro de 2025,PIX,S,20,ATRASADO
1981,1234,4180949-86.2020.3.26.7593,"R$ 41.110,20",11,11,"41110,19",0.00,2023-08-01,13/04/26,boleto,N,0.13,quitado
1982,78,3879233-61.2024.5.30.1494,78068.62,1,1,78068.62,0.00,07/04/2022,31/07/26,Boleto,sim,,quitado
1983,228,9774395-92.2023.2.75.3192,4329.62,3,1,1443.21,2886.42,2023-07-30,21/02/24,transferência,Sim,20,quitado
1984,411,5514997-95.2024.1.84.8098,69118.77,7,5,49370.55,19748.22,25/01/22,2026-07-16,Boleto,não,15%,quitado
1985,1191,6101036-60.2022.7.49.3295,28642.17,1,0,0,28642.17,14/03/23,14 de julho de 2026,pix,S,15%,ATRASADO
1986,558,2480014-80.2024.2.29.9847,"R$ 19.498,93",6,4,"12999,28",6499.64,24/02/26,23/07/25,Boleto,não,15%,Em Dia
1987,525,2909764-51.2025.7.78.2223,68589.20,9,3,22863.06,45726.12,23 de fevereiro de 2020,07/06/24,pix,,15%,atrasado
1988,57,1024421-54.2022.9.20.2563,8057.20,5,0,0.00,8057.20,23/09/2024,29/12/2025,TED,não,20,quitado
1989,389,9970343-38.2020.5.18.4483,3398.82,5,3,2039.28,1359.52,2025-12-17,2026-01-01,transferência,Sim,15%,quitado
1990,545,5112941-62.2021.1.89.5887,"R$ 77.722,75",7,7,77722.75,0,17/01/26,2025-01-18,transferência,não,0.14,quitado
1991,451,6011987-71.2020.8.10.4396,51169.67,12,6,"25584,840000000004",25584.84,22 de abril de 2023,8 de abril de 2026,transferência,Sim,0.29,Em Dia
1992,751,4299848-20.2023.2.47.7396,76864.15,8,5,48040.10,"R$ 28.824,06",5 de novembro de 2023,2025-07-16,TED,não,15%,em dia
1993,14,8066975-72.2023.7.26.7675,"20572,63",3,3,20572.62,0.00,02/07/21,18/07/2024,Boleto,S,0.14,Em Dia
1994,935,4510407-23.2020.5.18.6055,"47493,9",9,8,42216.80,,2025-09-16,2025-12-12,pix,S,30%,Em Dia
1995,1414,7141324-67.2025.3.86.3413,"R$ 62.067,79",6,2,20689.26,41378.52,25/01/2021,2026-07-01,boleto,Sim,0.12,atrasado
1996,866,8717678-27.2025.5.11.4526,21904.71,3,1,7301.57,"R$ 14.603,14",2025-01-05,27 de janeiro de 2025,PIX,,20,quitado
1997,13,6105303-92.2021.4.39.3868,18691.57,7,1,2670.22,15730.95,14/12/2021,2026-09-12,pix,nao,20,quitado
1998,1086,7633905-83.2022.9.95.2309,49590.00,7,2,14168.58,35421.45,15/01/2023,29/01/2026,PIX,,20,Em Dia
1999,1067,9086174-80.2025.1.81.3292,42066.36,11,4,15296.84,"26769,47",2023-02-15,22/11/2025,Boleto,S,20,ATRASADO
2000,1164,7862554-22.2024.7.83.6459,5843.25,10,0,0,5843.30,2023-04-28,2025-08-25,boleto,Sim,20,atrasado
2001,1206,1754781-28.2025.6.89.2162,58849.24,8,8,58849.20,0.00,18/04/2023,2025-06-07,pix,,,
2002,359,4601686-30.2021.5.52.7745,27062.64,8,8,27062.64,0.00,04/07/24,23/01/24,transferência,nao,,
2003,382,2490107-19.2023.9.10.7930,"R$ 17.721,35",12,0,0.00,"17721,36",24/03/22,03/09/2024,boleto,,28%,quitado
2004,1309,7136189-41.2024.2.60.1768,36477.73,9,7,"28371,559999999998",8240.53,23/06/2023,23/03/2024,TED,Sim,0.28,atrasado
2005,103,1742202-63.2023.6.68.9372,44072.58,10,8,"35258,08",8814.52,03/08/2021,24/02/2025,Boleto,N,27%,
2006,1257,8986773-71.2022.6.45.5854,14354.36,11,3,3914.82,10439.52,30 de abril de 2025,15 de junho de 2025,pix,S,15%,ATRASADO
2007,441,1754781-28.2025.6.89.2162,33337.15,8,7,"R$ 29.169,98",4167.14,2022-11-22,2025-05-19,boleto,,,quitado
2008,1171,4092125-65.2025.3.26.9073,"R$ 32.750,85",1,1,32750.85,,2024-05-14,29/09/2026,pix,sim,15%,quitado
2009,1477,1628717-84.2025.8.67.8313,28438.41,1,1,28438.41,0,25 de junho de 2024,29 de maio de 2025,pix,N,,
2010,1411,1887163-62.2025.9.93.1037,20197.30,6,0,0,20197.32,11/05/2020,2024-06-08,pix,não,,quitado
2011,77,2118934-75.2023.5.97.9563,37185.01,6,5,30987.50,"R$ 6.197,50",03/07/2022,2027-06-21,Boleto,sim,,atrasado
2012,342,7539718-58.2020.2.52.9800,47728.27,3,3,47728.26,"R$ 0,00",11 de janeiro de 2025,2026-01-21,pix,,19%,
2013,143,7381740-86.2021.2.88.6570,68732.32,11,3,18745.17,"49987,12",2020-06-15,27/07/25,pix,,,
2014,253,6384831-67.2022.5.89.7429,12376.84,2,0,0.00,12376.84,29 de fevereiro de 2024,3 de fevereiro de 2027,pix,Sim,,atrasado
2015,160,2842764-33.2025.7.99.7279,29510.75,3,2,"R$ 19.673,84",9836.92,2022-01-27,2026-01-11,TED,nao,,quitado
2016,56,1614850-25.2020.8.85.3161,5267.24,1,1,5267.24,0.00,5 de fevereiro de 2022,23 de janeiro de 2024,PIX,não,20,
2017,472,9953454-93.2020.2.52.5723,78577.81,12,3,19644.45,58933.35,27/07/2022,21/11/2024,TED,S,15%,
2018,250,7848147-32.2021.6.58.3528,"43773,72",11,4,"15917,72",27856.01,16/01/2023,25/09/2025,TED,Sim,30%,
2019,695,8717678-27.2025.5.11.4526,9543.13,10,2,1908.62,"7634,48",2023-05-22,2025-04-08,Boleto,,15%,
2020,900,4314934-26.2021.7.14.7244,47610.27,5,2,19044.10,"R$ 28.566,15",7 de setembro de 2025,01/08/26,transferência,Sim,28%,Em Dia
2021,1455,8183950-10.2021.5.84.9388,"R$ 54.039,30",2,1,"R$ 27.019,65",27307.14,23/03/2022,10 de maio de 2026,Boleto,S,,quitado
2022,46,9086174-80.2025.1.81.3292,27473.41,9,9,27473.40,0.00,2024-03-01,2027-06-08,boleto,N,16%,Em Dia
2023,1057,6416661-36.2021.8.21.8496,"R$ 15.208,99",11,4,5530.56,9678.48,10/03/2020,12 de fevereiro de 2026,Boleto,,29%,ATRASADO
2024,1033,8886588-26.2020.9.65.6361,"R$ 5.216,35",7,2,1490.38,"3725,95",12 de junho de 2025,13/10/24,PIX,,0.21,atrasado
2025,263,7749444-78.2021.1.20.8763,51025.74,2,1,25512.87,25512.87,2022-10-21,2025-04-21,Boleto,sim,0.26,atrasado
2026,835,2231929-89.2024.6.41.5461,52690.96,2,0,0.00,,01/03/2026,11/03/2027,Boleto,N,10%,em dia
2027,550,8892606-62.2022.2.87.2168,"R$ 63.103,51",2,1,31551.76,"31551,76",23 de outubro de 2021,02/04/2024,Boleto,S,10%,em dia
2028,1404,1353022-94.2023.9.79.1203,"46734,76",9,5,25963.75,20771.00,04/01/2021,11/02/2026,boleto,N,,Em Dia
2029,678,7941836-76.2025.4.34.6543,3402.11,12,8,2268.08,689.67,28/11/21,01/10/2024,PIX,não,,quitado
2030,496,4687348-31.2023.1.92.6907,37721.84,12,3,9430.47,28262.20,07/03/24,26 de dezembro de 2025,transferência,sim,27%,ATRASADO
2031,1200,7243958-65.2020.5.25.5047,"22042,46",5,3,"13225,47",8391.25,5 de março de 2023,16/02/2026,PIX,não,20,Em Dia
2032,1304,4452862-76.2021.3.27.3238,25421.16,3,1,8473.72,16947.44,12 de novembro de 2024,04/11/2025,PIX,sim,15%,em dia
2033,601,7633905-83.2022.9.95.2309,5592.05,6,3,2796.03,2796.03,23/09/2021,05/02/2026,pix,sim,18%,
2034,1323,2019436-32.2020.6.16.9856,38202.34,7,3,16372.44,21829.92,24/05/2021,28/03/26,boleto,Sim,,quitado
2035,1268,3542799-64.2025.6.13.7299,"16243,69",9,7,12633.95,3609.70,2022-03-13,10/04/2025,Boleto,não,0.20,quitado
2036,1263,5483975-50.2024.8.92.4422,"R$ 41.532,36",8,2,10383.10,,06/08/24,2026-03-25,pix,,,quitado
2037,686,5271615-59.2021.2.54.6844,13066.72,9,2,"2903,72","R$ 10.163,02",19/07/2021,2026-10-08,transferência,Sim,20,quitado
2038,1194,5786762-52.2021.9.21.3037,54342.33,1,1,54342.33,0.00,23/02/25,11/02/2024,TED,sim,,atrasado
2039,1280,8590346-68.2020.7.63.7780,"R$ 77.468,76",10,4,"30987,52","R$ 46.481,28",18/04/2024,16/09/24,Boleto,,0.26,Em Dia
2040,1079,1735592-50.2022.9.87.5612,40953.88,10,8,"R$ 32.763,12",8190.78,12/09/2023,2024-10-28,TED,sim,15%,ATRASADO
2041,512,6339266-27.2025.5.15.6766,"R$ 66.140,14",7,3,28345.77,"37794,36",4 de dezembro de 2025,22/12/24,TED,sim,,quitado
2042,648,8749473-21.2020.4.12.9144,51363.50,7,5,36688.20,14675.28,2026-01-25,2024-02-17,boleto,nao,,
