movimentacao_id,numero_processo,data_movimentacao,tipo_ato,advogado_responsavel,descricao,prazo_gerado,concluido
4974,1346701-74.2024.1.65.8985,03/01/24,sentença,DRA. CAVALCANTE,prazo para recurso: 29 dias úteis a contar da intimação,,0
4975,5274951-77.2021.1.76.5120,2025-09-24,recurso de apelação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,sim
4976,8097721-13.2023.1.47.8354,19/01/23,recurso de apelação,DRA. CAVALCANTE,diligência externa necessária,28/04/26,N
4977,3750497-13.2024.6.65.9009,29/08/19,laudo pericial,Dr. Barros,Prazo fatal: 18/01/26,,0
4978,8215015-64.2021.5.32.1893,21/04/2026,despacho,Dr. Melo,Prazo fatal: 23/01/2026,06/03/26,não
4979,2118934-75.2023.5.97.9563,05/12/22,intimação,Dra. Fontes,documentos pendentes de entrega pelo cliente,,S
4980,2966787-79.2022.1.41.9944,09/02/26,habilitação,Dra. Fontes,juntada de documentos realizada,2026-09-25,1
4981,3576390-15.2021.2.82.8209,13/12/2025,citação,Dr. Barros,aguardando manifestação da parte contrária,,N
4982,5732779-86.2025.4.28.7831,2021-01-17,réplica,Dra Fontes,diligência externa necessária,12/12/2026,0
4983,5144296-22.2022.4.87.9648,22/08/20,intimação,DRA. CAVALCANTE,audiência marcada para 05/04/26,2026-02-10,N
4984,7840442-26.2025.9.53.5093,17/05/25,agravo regimental,Dr. Barros,audiência marcada para 24/04/26,,0
4985,7136189-41.2024.2.60.1768,20/09/2022,memoriais,Dr. Barros,diligência externa necessária,,N
4986,6075721-43.2020.9.85.8738,2021-01-11,contestação,Dr. Barros,prazo para recurso: 10 dias úteis a contar da intimação,10/08/2026,0
4987,2753004-76.2021.8.83.9874,16/01/2022,laudo pericial,Dr. Melo,documentos pendentes de entrega pelo cliente,2026-04-26,1
4988,9824532-76.2023.6.37.2040,14/07/2021,contestação,Dr. Barros,diligência externa necessária,09/07/2026,N
4989,8129073-22.2024.4.16.9656,24/08/2020,recurso de apelação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,0
4990,9398629-61.2022.5.88.8253,09/03/20,contestação,DRA. CAVALCANTE,prazo para recurso: 23 dias úteis a contar da intimação,,
4991,9489806-94.2021.2.55.9162,2023-07-23,intimação,Dra. Cavalcante,Prazo fatal: 16 de junho de 2026,,1
4992,5514997-95.2024.1.84.8098,14 de fevereiro de 2022,petição inicial,Dra. Fontes,,,S
4993,2411026-52.2022.6.26.7373,2022-04-20,laudo pericial,Dr. Melo,juntada de documentos realizada,,não
4994,5316105-58.2020.3.22.3571,13/02/22,citação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,N
4995,4961530-22.2021.4.22.6290,23/11/2024,citação,Dr. Melo,audiência marcada para 31/03/26,,0
4996,6425355-10.2021.6.53.2041,2024-07-09,acordo extrajudicial,Dra Fontes,audiência marcada para 12/04/26,30/08/26,não
4997,4460247-99.2024.9.97.4840,21/12/21,embargos de declaração,Dr. Barros,aguardando manifestação da parte contrária,,
4998,8574876-96.2020.7.97.4673,13/01/2021,habilitação,Dr. Barros,aguardando manifestação da parte contrária,,sim
4999,3924425-56.2021.9.58.2912,5 de setembro de 2023,citação,Dr. Barros,aguardando manifestação da parte contrária,,não
5000,2519059-58.2022.7.86.4385,2022-08-28,réplica,Dr. Melo,diligência externa necessária,2026-07-30,0
5001,5116418-16.2025.3.98.2234,24/03/24,sentença,Dra. Fontes,documentos pendentes de entrega pelo cliente,,1
5002,9071705-28.2021.9.78.4746,01/10/2024,memoriais,Dr. Barros,prazo para recurso: 11 dias úteis a contar da intimação,,
5003,7979033-26.2021.6.18.1084,20 de janeiro de 2020,réplica,Dr. Barros,Prazo fatal: 08/12/26,2026-05-09,S
5004,8125196-18.2023.1.53.1215,29/03/2020,memoriais,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,
5005,6779292-61.2021.4.86.2783,13/07/22,despacho,Dr. Barros,juntada de documentos realizada,,0
5006,3785792-10.2020.5.78.7940,2021-07-18,acordo extrajudicial,Dra. Cavalcante,prazo para recurso: 25 dias úteis a contar da intimação,,
5007,4433355-55.2023.8.48.9346,28/02/21,recurso de apelação,Dr. Barros,Prazo fatal: 31/05/26,,0
5008,4180949-86.2020.3.26.7593,2020-07-09,memoriais,Dra. Fontes,prazo para recurso: 13 dias úteis a contar da intimação,2026-11-20,sim
5009,2842764-33.2025.7.99.7279,2022-06-22,petição inicial,Dr. Melo,Prazo fatal: 11 de abril de 2026,,0
5010,8905709-90.2020.9.55.2471,15/08/20,petição inicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,não
5011,1966014-66.2022.7.82.2137,30/04/19,audiência de instrução,dr. melo,diligência externa necessária,,sim
5012,2660213-63.2022.6.50.8366,16/09/22,laudo pericial,Dr. Barros,documentos pendentes de entrega pelo cliente,,1
5013,7065068-16.2021.7.14.6489,4 de fevereiro de 2021,sentença,Dra Fontes,audiência marcada para 3 de maio de 2026,,1
5014,2909764-51.2025.7.78.2223,27/12/2025,acordo extrajudicial,Dr. Barros,Prazo fatal: 30/03/26,25 de dezembro de 2026,
5015,2191287-57.2021.1.18.8228,2022-05-02,despacho,DRA. CAVALCANTE,juntada de documentos realizada,,1
5016,4510407-23.2020.5.18.6055,14/07/19,contestação,Dra Fontes,aguardando manifestação da parte contrária,,N
5017,7539718-58.2020.2.52.9800,15/08/21,sentença,dr. melo,Prazo fatal: 6 de dezembro de 2026,,
5018,3242098-97.2025.4.44.9916,17/08/20,acordo extrajudicial,Dr. Melo,,09/07/2026,1
5019,4134515-43.2021.8.70.4879,17 de março de 2023,agravo regimental,Dr. Barros,documentos pendentes de entrega pelo cliente,02/06/26,sim
5020,4494463-44.2022.5.80.7542,01/01/2021,memoriais,DRA. CAVALCANTE,juntada de documentos realizada,,0
5021,1353022-94.2023.9.79.1203,02/03/2022,sentença,Dr. Melo,diligência externa necessária,,
5022,1615190-23.2022.2.42.6238,25/12/21,sentença,Dra Fontes,documentos pendentes de entrega pelo cliente,13 de setembro de 2026,0
5023,1667591-67.2025.4.69.9424,17/08/2024,habilitação,DRA. CAVALCANTE,diligência externa necessária,,S
5024,4384627-80.2021.2.13.1061,2022-05-26,recurso de apelação,Dr. Barros,aguardando manifestação da parte contrária,,N
5025,7724543-49.2023.9.44.7412,13 de julho de 2020,réplica,Dr. Barros,,23/08/26,sim
5026,8574876-96.2020.7.97.4673,14/10/2022,recurso de apelação,Dra Fontes,juntada de documentos realizada,21 de janeiro de 2026,
5027,7515318-25.2024.4.34.6280,1 de junho de 2024,agravo regimental,Dr. Barros,aguardando manifestação da parte contrária,3 de março de 2026,S
5028,1185885-59.2023.7.19.8433,15/03/2023,petição inicial,Dra Fontes,aguardando manifestação da parte contrária,,não
5029,1183693-37.2024.1.85.2937,27/03/2020,laudo pericial,dr. melo,juntada de documentos realizada,,0
5030,5116418-16.2025.3.98.2234,14 de agosto de 2023,acordo extrajudicial,Dra Fontes,juntada de documentos realizada,,0
5031,9062552-47.2024.4.22.8265,6 de julho de 2022,laudo pericial,Dra. Cavalcante,Prazo fatal: 26/04/2026,,1
5032,2236315-26.2022.5.82.8939,08/12/20,agravo regimental,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,não
5033,2397582-22.2023.9.93.4223,02/07/2025,intimação,dr. melo,Prazo fatal: 2026-04-25,,N
5034,7941836-76.2025.4.34.6543,2024-02-25,contestação,Dr. Barros,,,não
5035,5144296-22.2022.4.87.9648,13 de setembro de 2023,recurso de apelação,Dra Fontes,documentos pendentes de entrega pelo cliente,,S
5036,4510407-23.2020.5.18.6055,13/03/2019,embargos de declaração,Dr. Melo,documentos pendentes de entrega pelo cliente,,não
5037,6384831-67.2022.5.89.7429,23/01/2026,despacho,DRA. CAVALCANTE,,,1
5038,1931030-34.2024.8.48.5319,25/12/2020,agravo regimental,Dra. Fontes,diligência externa necessária,,sim
5039,9804642-71.2024.4.76.5486,15/06/24,sentença,Dr. Barros,audiência marcada para 28/11/2026,,1
5040,5732779-86.2025.4.28.7831,02/01/2022,habilitação,Dra. Fontes,documentos pendentes de entrega pelo cliente,,1
5041,9408522-77.2021.3.36.8376,15/01/23,sentença,Dr. Melo,audiência marcada para 2026-03-10,,sim
5042,2231929-89.2024.6.41.5461,03/10/2020,sentença,Dra. Fontes,audiência marcada para 01/08/2026,,N
5043,4134515-43.2021.8.70.4879,18 de maio de 2020,petição inicial,Dr. Barros,Prazo fatal: 27 de fevereiro de 2026,,
5044,3924425-56.2021.9.58.2912,23/04/21,contestação,Dr. Barros,audiência marcada para 03/08/26,,1
5045,7979033-26.2021.6.18.1084,2021-05-29,intimação,Dr. Barros,documentos pendentes de entrega pelo cliente,03/02/2026,S
5046,8530609-10.2021.5.41.7151,06/12/20,audiência de instrução,dr. melo,documentos pendentes de entrega pelo cliente,,sim
5047,9062552-47.2024.4.22.8265,01/03/2024,contestação,Dra. Fontes,prazo para recurso: 8 dias úteis a contar da intimação,,
5048,2129757-49.2025.4.14.5657,10/02/20,recurso de apelação,Dra. Cavalcante,diligência externa necessária,,0
5049,6414076-16.2021.7.78.8273,19/11/25,citação,Dra Fontes,Prazo fatal: 09/06/2026,,0
5050,8574876-96.2020.7.97.4673,6 de outubro de 2024,réplica,DRA. CAVALCANTE,,,1
5051,1614850-25.2020.8.85.3161,2021-05-04,agravo regimental,DRA. CAVALCANTE,Prazo fatal: 17/08/26,,N
5052,3542616-60.2022.3.87.6536,25 de março de 2021,citação,DRA. CAVALCANTE,Prazo fatal: 10 de dezembro de 2026,18/07/26,
5053,4938178-62.2020.7.27.6072,29/10/25,intimação,Dr. Melo,diligência externa necessária,29/07/26,1
5054,6865513-17.2021.7.21.3938,25 de janeiro de 2020,memoriais,dr. melo,documentos pendentes de entrega pelo cliente,,0
5055,1273300-90.2024.2.80.7378,20/07/2025,petição inicial,dr. melo,prazo para recurso: 7 dias úteis a contar da intimação,,S
5056,8381610-96.2020.6.26.2533,29/11/2022,recurso de apelação,DRA. CAVALCANTE,prazo para recurso: 10 dias úteis a contar da intimação,13/10/26,1
5057,3924425-56.2021.9.58.2912,2025-07-26,petição inicial,Dra. Fontes,diligência externa necessária,28 de janeiro de 2026,não
5058,5660649-86.2020.5.86.9291,14 de setembro de 2024,recurso de apelação,Dra. Fontes,audiência marcada para 02/09/2026,,não
5059,2480014-80.2024.2.29.9847,17/11/22,memoriais,Dr. Melo,audiência marcada para 17/04/26,,0
5060,1411065-96.2022.9.64.8271,2024-10-17,agravo regimental,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,N
5061,1438459-62.2020.7.78.3410,8 de março de 2025,habilitação,Dr. Melo,documentos pendentes de entrega pelo cliente,,0
5062,8714773-70.2022.9.65.8541,2020-03-19,réplica,dr. melo,prazo para recurso: 17 dias úteis a contar da intimação,,0
5063,3778380-86.2023.9.32.5849,16/08/21,citação,DRA. CAVALCANTE,diligência externa necessária,2026-08-26,
5064,8183950-10.2021.5.84.9388,2022-11-12,laudo pericial,dr. melo,,,
5065,1974389-81.2024.5.57.9354,24/05/2025,habilitação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,1
5066,5214684-96.2020.6.84.9986,11/01/2025,audiência de instrução,dr. melo,juntada de documentos realizada,,0
5067,9774395-92.2023.2.75.3192,12/08/20,sentença,Dr. Barros,,,0
5068,5462435-11.2024.9.85.2977,5 de julho de 2023,contestação,Dr. Barros,prazo para recurso: 25 dias úteis a contar da intimação,,
5069,7245951-43.2021.4.11.7623,22/09/2023,citação,Dr. Barros,juntada de documentos realizada,,0
5070,2554938-48.2024.1.13.4544,2025-12-26,sentença,Dr. Barros,audiência marcada para 05/11/2026,,não
5071,9835331-11.2022.6.15.8602,31/07/19,petição inicial,dr. melo,prazo para recurso: 22 dias úteis a contar da intimação,25/05/2026,N
5072,3724721-44.2021.9.75.5553,16/08/24,audiência de instrução,Dra. Fontes,diligência externa necessária,,N
5073,4865461-96.2025.2.64.9143,12/03/21,sentença,DRA. CAVALCANTE,aguardando manifestação da parte contrária,2026-02-10,não
5074,3306375-34.2024.9.48.9154,2021-05-23,laudo pericial,Dr. Barros,audiência marcada para 2026-07-29,21/09/26,1
5075,1931030-34.2024.8.48.5319,15 de abril de 2020,réplica,dr. melo,prazo para recurso: 19 dias úteis a contar da intimação,2026-12-23,sim
5076,6416661-36.2021.8.21.8496,2024-11-17,intimação,Dra. Cavalcante,aguardando manifestação da parte contrária,,
5077,2554938-48.2024.1.13.4544,2023-10-20,petição inicial,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,2026-12-24,não
5078,9060164-41.2020.5.36.2381,19/07/2022,contestação,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
5079,6053412-12.2021.6.72.8346,2020-03-08,despacho,DRA. CAVALCANTE,audiência marcada para 8 de dezembro de 2026,,
5080,9804642-71.2024.4.76.5486,11/05/2024,contestação,dr. melo,audiência marcada para 28/06/26,,0
5081,1833330-93.2025.8.61.3405,07/02/2026,audiência de instrução,Dra Fontes,,,0
5082,1896520-28.2021.5.90.5374,12/11/2023,memoriais,Dr. Melo,,,não
5083,6011987-71.2020.8.10.4396,22/05/2025,despacho,Dr. Barros,juntada de documentos realizada,2026-05-28,sim
5084,5058333-37.2021.3.98.8848,30 de agosto de 2023,sentença,Dr. Barros,Prazo fatal: 16/11/26,,sim
5085,7544569-30.2022.4.91.9370,2020-03-25,citação,Dra. Fontes,Prazo fatal: 20/09/2026,3 de dezembro de 2026,S
5086,8678370-92.2025.7.35.9962,16 de maio de 2021,memoriais,DRA. CAVALCANTE,juntada de documentos realizada,2026-02-05,S
5087,2316290-44.2022.7.34.5190,1 de agosto de 2020,agravo regimental,Dr. Barros,,,N
5088,8816646-78.2020.7.70.9224,2020-10-25,citação,Dra. Fontes,prazo para recurso: 12 dias úteis a contar da intimação,31/01/26,1
5089,4721085-96.2020.6.92.9645,13 de dezembro de 2020,memoriais,Dra Fontes,documentos pendentes de entrega pelo cliente,,sim
5090,2632721-15.2024.7.90.9593,31/12/2020,agravo regimental,Dr. Melo,,,N
5091,4064382-39.2022.4.13.8937,30/06/25,citação,Dr. Barros,aguardando manifestação da parte contrária,,0
5092,3667022-35.2020.9.76.3115,11/10/2023,agravo regimental,Dra. Fontes,,,sim
5093,3496733-55.2020.2.43.8503,03/08/2025,acordo extrajudicial,Dra. Cavalcante,diligência externa necessária,,1
5094,9168044-67.2022.1.26.3054,29/07/2021,laudo pericial,DRA. CAVALCANTE,diligência externa necessária,2026-10-29,N
5095,8368372-34.2020.6.43.9691,22 de novembro de 2021,laudo pericial,Dr. Melo,aguardando manifestação da parte contrária,,S
5096,1099617-37.2023.9.61.1793,2024-03-08,petição inicial,Dr. Barros,juntada de documentos realizada,,1
5097,1933296-95.2024.5.69.8317,2020-03-29,citação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,0
5098,4874996-38.2022.9.94.8154,27/10/2023,memoriais,Dra. Cavalcante,Prazo fatal: 9 de novembro de 2026,,0
5099,6034606-21.2023.6.18.6684,2020-05-06,despacho,dr. melo,Prazo fatal: 08/03/26,,
5100,2824928-33.2020.1.90.6467,24/11/23,agravo regimental,Dr. Barros,prazo para recurso: 15 dias úteis a contar da intimação,,não
5101,2118934-75.2023.5.97.9563,2024-08-03,embargos de declaração,Dra. Fontes,,,sim
5102,1272937-41.2023.5.75.9958,2021-02-09,acordo extrajudicial,Dr. Melo,documentos pendentes de entrega pelo cliente,18/09/26,sim
5103,4601686-30.2021.5.52.7745,2023-11-08,recurso de apelação,Dra. Fontes,documentos pendentes de entrega pelo cliente,,1
5104,5316105-58.2020.3.22.3571,2020-05-12,audiência de instrução,Dra. Cavalcante,Prazo fatal: 18 de junho de 2026,,0
5105,6339808-70.2020.2.67.1325,22 de maio de 2021,memoriais,Dra. Fontes,juntada de documentos realizada,,sim
5106,1248003-72.2024.2.80.8472,6 de agosto de 2020,laudo pericial,Dra. Fontes,,,1
5107,6416661-36.2021.8.21.8496,20/04/2023,despacho,Dr. Melo,documentos pendentes de entrega pelo cliente,07/12/2026,1
5108,1714231-74.2025.9.71.1697,20/12/2021,habilitação,Dr. Barros,Prazo fatal: 4 de agosto de 2026,18 de agosto de 2026,
5109,5144296-22.2022.4.87.9648,15/12/2022,sentença,Dr. Melo,Prazo fatal: 21/08/26,21/09/26,N
5110,1095980-10.2020.7.77.8313,02/07/24,habilitação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,não
5111,9636371-69.2025.8.67.4068,23 de março de 2020,contestação,Dra. Cavalcante,aguardando manifestação da parte contrária,,sim
5112,5661974-14.2020.6.39.3137,19 de novembro de 2025,agravo regimental,Dr. Barros,,,N
5113,6260319-38.2024.8.96.1114,06/05/21,recurso de apelação,DRA. CAVALCANTE,,,1
5114,6339266-27.2025.5.15.6766,05/10/24,réplica,Dr. Barros,audiência marcada para 2026-10-19,11/11/26,0
5115,8215015-64.2021.5.32.1893,2021-02-10,réplica,Dr. Barros,,,0
5116,1095980-10.2020.7.77.8313,29 de novembro de 2025,embargos de declaração,dr. melo,prazo para recurso: 25 dias úteis a contar da intimação,2026-12-12,não
5117,5753123-52.2021.4.48.4042,2020-07-21,despacho,dr. melo,aguardando manifestação da parte contrária,,sim
5118,4510407-23.2020.5.18.6055,17/01/19,citação,Dra Fontes,Prazo fatal: 11 de novembro de 2026,,0
5119,4065326-72.2025.8.58.5304,11 de julho de 2020,agravo regimental,DRA. CAVALCANTE,diligência externa necessária,1 de dezembro de 2026,S
5120,3401866-56.2021.1.87.5297,2023-08-21,acordo extrajudicial,Dr. Melo,documentos pendentes de entrega pelo cliente,2026-01-30,
5121,3585301-47.2021.7.73.3469,06/07/19,laudo pericial,Dra. Cavalcante,juntada de documentos realizada,18 de maio de 2026,
5122,9425559-65.2022.6.99.1309,24/10/2025,réplica,Dra. Fontes,juntada de documentos realizada,,sim
5123,5638123-23.2024.7.30.5009,17/11/2024,réplica,Dr. Melo,aguardando manifestação da parte contrária,,
5124,7115217-41.2025.1.67.7692,30 de junho de 2023,réplica,Dra. Cavalcante,aguardando manifestação da parte contrária,19/02/26,
5125,7141324-67.2025.3.86.3413,16 de dezembro de 2024,agravo regimental,DRA. CAVALCANTE,Prazo fatal: 26/02/2026,03/05/26,não
5126,1099617-37.2023.9.61.1793,12/07/2020,recurso de apelação,Dr. Barros,juntada de documentos realizada,,
5127,4131852-60.2020.1.89.9739,2023-12-09,petição inicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,S
5128,7486138-99.2020.5.81.4332,06/03/2020,agravo regimental,Dr. Barros,audiência marcada para 30 de agosto de 2026,,não
5129,5967836-10.2021.4.35.9671,11 de dezembro de 2021,intimação,DRA. CAVALCANTE,Prazo fatal: 18/05/26,,N
5130,1273300-90.2024.2.80.7378,07/01/2024,réplica,Dr. Barros,diligência externa necessária,10/12/26,
5131,7999133-20.2023.7.26.1121,2022-04-28,sentença,Dra Fontes,documentos pendentes de entrega pelo cliente,24/03/26,0
5132,5266269-78.2021.7.59.1392,19/01/2019,recurso de apelação,Dra Fontes,aguardando manifestação da parte contrária,05/02/2026,N
5133,1887163-62.2025.9.93.1037,06/07/23,réplica,DRA. CAVALCANTE,diligência externa necessária,,S
5134,2016341-89.2023.7.48.2724,05/04/21,memoriais,Dra. Cavalcante,audiência marcada para 02/09/2026,,N
5135,7916680-90.2022.1.67.1785,7 de novembro de 2019,réplica,Dr. Barros,juntada de documentos realizada,,0
5136,8607512-63.2021.6.82.1039,13/05/22,intimação,Dra. Fontes,audiência marcada para 09/09/26,2026-12-16,sim
5137,1353022-94.2023.9.79.1203,12/02/2020,despacho,Dra Fontes,juntada de documentos realizada,2026-07-12,1
5138,2895065-46.2022.7.67.1438,09/04/2020,recurso de apelação,Dr. Barros,audiência marcada para 2026-10-10,,não
5139,1964519-55.2020.7.58.6781,30/05/19,recurso de apelação,Dra. Cavalcante,aguardando manifestação da parte contrária,,não
5140,6686912-30.2025.4.68.7078,21 de agosto de 2020,memoriais,Dra Fontes,,,1
5141,5483975-50.2024.8.92.4422,11/03/26,réplica,Dra Fontes,diligência externa necessária,,S
5142,6003915-30.2025.6.37.7681,2023-01-03,agravo regimental,Dra Fontes,juntada de documentos realizada,,1
5143,9057219-99.2020.9.96.3254,23/03/26,recurso de apelação,DRA. CAVALCANTE,audiência marcada para 21 de março de 2026,,1
5144,3588109-63.2023.1.26.4223,16/03/20,despacho,dr. melo,,11 de janeiro de 2026,1
5145,2328070-99.2024.8.57.5561,14/06/2020,acordo extrajudicial,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,0
5146,9774395-92.2023.2.75.3192,15/05/22,audiência de instrução,dr. melo,documentos pendentes de entrega pelo cliente,13 de setembro de 2026,1
5147,2519059-58.2022.7.86.4385,26/03/2019,agravo regimental,Dr. Barros,prazo para recurso: 12 dias úteis a contar da intimação,,sim
5148,6445422-21.2020.5.39.8096,16/07/2025,sentença,Dra Fontes,audiência marcada para 07/09/2026,,N
5149,4874996-38.2022.9.94.8154,21 de setembro de 2024,recurso de apelação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,08/10/2026,S
5150,9057960-29.2025.5.10.6072,12/08/22,despacho,Dr. Melo,documentos pendentes de entrega pelo cliente,,
5151,5217157-98.2020.2.64.4094,4 de abril de 2023,audiência de instrução,Dr. Melo,audiência marcada para 16 de dezembro de 2026,,0
5152,5661974-14.2020.6.39.3137,12/02/24,intimação,DRA. CAVALCANTE,diligência externa necessária,,S
5153,4415624-13.2024.9.14.9480,24 de dezembro de 2024,recurso de apelação,Dra. Fontes,documentos pendentes de entrega pelo cliente,08/01/2026,0
5154,5401874-62.2025.2.46.8337,22 de maio de 2024,petição inicial,Dr. Barros,prazo para recurso: 17 dias úteis a contar da intimação,,1
5155,8381610-96.2020.6.26.2533,27/12/2024,acordo extrajudicial,dr. melo,aguardando manifestação da parte contrária,,não
5156,6953559-38.2025.7.42.9212,03/05/22,acordo extrajudicial,dr. melo,prazo para recurso: 18 dias úteis a contar da intimação,2026-12-05,0
5157,8097721-13.2023.1.47.8354,10 de fevereiro de 2022,agravo regimental,Dra. Cavalcante,juntada de documentos realizada,,S
5158,1964519-55.2020.7.58.6781,20/05/2020,acordo extrajudicial,Dr. Melo,prazo para recurso: 17 dias úteis a contar da intimação,,S
5159,2545435-52.2025.3.59.7623,12 de janeiro de 2026,intimação,Dr. Melo,Prazo fatal: 11/06/2026,,
5160,4494463-44.2022.5.80.7542,31/10/24,acordo extrajudicial,Dr. Melo,prazo para recurso: 7 dias úteis a contar da intimação,,N
5161,9885734-21.2023.9.74.3450,05/10/22,réplica,Dra. Cavalcante,prazo para recurso: 18 dias úteis a contar da intimação,,
5162,7820540-78.2023.1.75.4823,29/11/21,agravo regimental,DRA. CAVALCANTE,audiência marcada para 2026-10-23,,não
5163,1621418-87.2020.9.55.9337,2024-07-28,audiência de instrução,DRA. CAVALCANTE,,,N
5164,5422047-80.2024.8.62.4364,2023-10-07,recurso de apelação,Dra. Cavalcante,,,
5165,1353022-94.2023.9.79.1203,2026-04-21,sentença,Dr. Melo,diligência externa necessária,,S
5166,2966787-79.2022.1.41.9944,11/02/2026,despacho,Dra. Fontes,audiência marcada para 14/09/26,21 de janeiro de 2026,não
5167,7224257-29.2020.8.88.9110,2023-11-04,sentença,dr. melo,documentos pendentes de entrega pelo cliente,14/06/26,0
5168,5953905-94.2022.5.44.3245,26 de abril de 2022,laudo pericial,Dr. Barros,,,não
5169,5733649-38.2020.2.35.3379,2022-12-19,embargos de declaração,dr. melo,,,
5170,1887163-62.2025.9.93.1037,2022-07-30,intimação,Dra. Cavalcante,juntada de documentos realizada,30/05/2026,1
5171,2328070-99.2024.8.57.5561,16/05/2022,réplica,Dr. Barros,diligência externa necessária,,S
5172,8574876-96.2020.7.97.4673,11/09/23,intimação,Dra. Fontes,prazo para recurso: 18 dias úteis a contar da intimação,14 de junho de 2026,não
5173,7323234-16.2020.9.59.5035,15/12/21,despacho,Dr. Barros,aguardando manifestação da parte contrária,,S
5174,5631823-61.2020.5.47.1440,9 de maio de 2025,memoriais,Dra. Cavalcante,aguardando manifestação da parte contrária,,0
5175,4601686-30.2021.5.52.7745,2020-01-15,contestação,DRA. CAVALCANTE,,30/03/2026,não
5176,6694761-39.2022.1.10.2199,3 de outubro de 2022,agravo regimental,Dra Fontes,documentos pendentes de entrega pelo cliente,,1
5177,6445422-21.2020.5.39.8096,2024-09-07,contestação,Dra Fontes,,2026-11-20,
5178,5614769-67.2022.9.87.1001,25/10/2025,acordo extrajudicial,Dra. Fontes,documentos pendentes de entrega pelo cliente,,N
5179,1974389-81.2024.5.57.9354,05/04/2026,réplica,Dra. Fontes,audiência marcada para 06/08/26,,1
5180,1714231-74.2025.9.71.1697,16 de janeiro de 2024,agravo regimental,Dr. Barros,documentos pendentes de entrega pelo cliente,23 de janeiro de 2026,N
5181,9774395-92.2023.2.75.3192,23 de setembro de 2020,despacho,DRA. CAVALCANTE,,,0
5182,2100417-68.2021.7.29.9662,2021-10-01,citação,Dr. Barros,,,não
5183,9774395-92.2023.2.75.3192,1 de novembro de 2020,recurso de apelação,Dr. Barros,diligência externa necessária,20 de setembro de 2026,1
5184,8129073-22.2024.4.16.9656,2023-10-15,contestação,Dr. Barros,Prazo fatal: 19 de março de 2026,,1
5185,1933296-95.2024.5.69.8317,2019-12-23,citação,DRA. CAVALCANTE,audiência marcada para 2026-03-19,6 de junho de 2026,S
5186,2554938-48.2024.1.13.4544,24/10/2024,sentença,Dr. Melo,juntada de documentos realizada,,sim
5187,7820540-78.2023.1.75.4823,1 de outubro de 2024,agravo regimental,Dra. Fontes,audiência marcada para 2026-09-25,,1
5188,9398629-61.2022.5.88.8253,23/05/2021,habilitação,Dr. Barros,diligência externa necessária,,0
5189,9489806-94.2021.2.55.9162,03/02/2023,sentença,dr. melo,audiência marcada para 7 de março de 2026,,N
5190,3168718-77.2025.2.92.8027,13/10/21,contestação,Dr. Barros,documentos pendentes de entrega pelo cliente,,S
5191,7136189-41.2024.2.60.1768,14/11/2022,citação,Dr. Barros,Prazo fatal: 2026-06-24,,0
5192,7438163-48.2021.3.47.1186,01/11/2025,agravo regimental,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,sim
5193,6254488-31.2024.9.48.3216,30/07/2021,despacho,Dra. Fontes,diligência externa necessária,12/05/26,
5194,5266269-78.2021.7.59.1392,3 de fevereiro de 2022,embargos de declaração,Dra. Fontes,,,não
5195,4140100-24.2024.4.63.7178,2020-06-12,habilitação,dr. melo,aguardando manifestação da parte contrária,,0
5196,5733649-38.2020.2.35.3379,24/05/24,despacho,dr. melo,diligência externa necessária,,sim
5197,5271615-59.2021.2.54.6844,04/09/23,sentença,Dr. Barros,audiência marcada para 03/12/2026,,0
5198,2191287-57.2021.1.18.8228,17 de outubro de 2022,habilitação,dr. melo,prazo para recurso: 11 dias úteis a contar da intimação,,sim
5199,6105303-92.2021.4.39.3868,29 de março de 2024,intimação,Dra. Cavalcante,prazo para recurso: 12 dias úteis a contar da intimação,18 de fevereiro de 2026,0
5200,7813974-60.2021.1.81.1542,2024-05-14,despacho,Dr. Barros,audiência marcada para 2026-05-16,,0
5201,9636371-69.2025.8.67.4068,08/02/2024,petição inicial,Dr. Barros,juntada de documentos realizada,2026-10-29,0
5202,2575202-50.2023.1.54.9627,2 de agosto de 2022,citação,Dra Fontes,audiência marcada para 2026-10-10,,N
5203,4140100-24.2024.4.63.7178,05/03/2025,laudo pericial,Dr. Barros,audiência marcada para 2026-04-20,,não
5204,2267110-24.2021.5.78.6025,13/07/2022,acordo extrajudicial,Dr. Barros,audiência marcada para 30 de outubro de 2026,19 de janeiro de 2026,sim
